Year,Month,Day,Hour,Temperature,Humidity,PRECTOTCORR
2022,11,1,7,19.08,79.75,0
2022,11,1,8,21.46,71.12,0
2022,11,1,9,23.37,61.75,0
2022,11,1,10,24.33,58.25,0
2022,11,1,11,24.94,57.06,0
2022,11,1,12,25.4,56.69,0
2022,11,1,13,25.65,56.69,0
2022,11,1,14,25.65,57.56,0
2022,11,1,15,25.29,60.38,0
2022,11,1,16,24.15,67.25,0
2022,11,1,17,21.54,78.25,0
2022,11,1,18,20.79,72.81,0
2022,11,1,19,20.32,72.56,0
2022,11,1,20,19.73,73.81,0
2022,11,1,21,19.15,75.12,0
2022,11,1,22,18.63,76.31,0
2022,11,1,23,18.01,78.5,0
2022,11,2,0,17.29,81.25,0
2022,11,2,1,16.6,83.69,0
2022,11,2,2,15.93,86,0
2022,11,2,3,15.25,88.5,0
2022,11,2,4,14.68,90.31,0
2022,11,2,5,14.2,91.88,0
2022,11,2,6,14.25,92.44,0
2022,11,2,7,16.89,83.94,0
2022,11,2,8,19.13,76.75,0
2022,11,2,9,21.7,69.25,0
2022,11,2,10,23.91,60.88,0
2022,11,2,11,25.29,56.44,0
2022,11,2,12,26.04,54.5,0
2022,11,2,13,26.39,53.69,0
2022,11,2,14,26.45,53.88,0
2022,11,2,15,26.3,55.25,0
2022,11,2,16,25.67,56,0
2022,11,2,17,23.37,63.38,0
2022,11,2,18,22.34,61.38,0
2022,11,2,19,21.16,65.56,0
2022,11,2,20,19.93,70.38,0
2022,11,2,21,18.98,73.44,0
2022,11,2,22,18.36,74.75,0
2022,11,2,23,17.9,75.31,0
2022,11,3,0,17.48,75.88,0
2022,11,3,1,16.78,78.62,0
2022,11,3,2,16.01,81.56,0
2022,11,3,3,15.14,85,0
2022,11,3,4,14.41,87.81,0
2022,11,3,5,13.88,89.62,0
2022,11,3,6,13.89,90.81,0
2022,11,3,7,16.77,82.56,0
2022,11,3,8,19.05,74.88,0
2022,11,3,9,21.57,68.56,0
2022,11,3,10,23.84,62,0
2022,11,3,11,25.51,56.94,0
2022,11,3,12,26.41,54.5,0
2022,11,3,13,26.7,54.06,0
2022,11,3,14,26.58,55.31,0
2022,11,3,15,26.28,57.69,0
2022,11,3,16,25.54,60.56,0
2022,11,3,17,23.97,62.38,0
2022,11,3,18,23.89,56.06,0
2022,11,3,19,23.05,59.06,0
2022,11,3,20,21.76,64.31,0
2022,11,3,21,20.66,69.06,0
2022,11,3,22,19.91,71.75,0
2022,11,3,23,19.3,73.69,0
2022,11,4,0,18.67,76,0
2022,11,4,1,17.99,79.06,0
2022,11,4,2,17.32,82.38,0
2022,11,4,3,16.67,85.62,0
2022,11,4,4,16.17,88.06,0
2022,11,4,5,15.85,89.69,0
2022,11,4,6,15.96,90.31,0
2022,11,4,7,17.95,82.81,0
2022,11,4,8,19.6,78.44,0
2022,11,4,9,21.98,73.81,0
2022,11,4,10,24.03,67.44,0
2022,11,4,11,25.36,62.62,0
2022,11,4,12,26.19,59.81,0
2022,11,4,13,26.61,58.38,0
2022,11,4,14,26.65,58.06,0
2022,11,4,15,26.37,59.81,0
2022,11,4,16,25.51,63.44,0
2022,11,4,17,23.58,68.62,0
2022,11,4,18,23.65,60.75,0
2022,11,4,19,23.37,60.44,0
2022,11,4,20,22.56,63.69,0
2022,11,4,21,21.87,66.69,0
2022,11,4,22,21.42,68.12,0
2022,11,4,23,20.43,73.19,0
2022,11,5,0,20.06,75.62,0
2022,11,5,1,18.89,83.25,0
2022,11,5,2,17.8,91.25,0
2022,11,5,3,17.02,97,0
2022,11,5,4,16.51,100,0
2022,11,5,5,16.23,100,0
2022,11,5,6,16.44,100,0
2022,11,5,7,18.73,91.44,0
2022,11,5,8,20.48,80.5,0
2022,11,5,9,22.04,71.62,0
2022,11,5,10,23.32,67,0
2022,11,5,11,24.22,64.44,0
2022,11,5,12,24.79,62.94,0
2022,11,5,13,25.05,62.12,0
2022,11,5,14,24.92,62.44,0
2022,11,5,15,24.4,64.56,0
2022,11,5,16,23.48,70.31,0
2022,11,5,17,21.15,81.06,0
2022,11,5,18,20.14,79.44,0
2022,11,5,19,19.69,78.94,0
2022,11,5,20,19.37,78.06,0
2022,11,5,21,19.01,77.94,0
2022,11,5,22,18.55,79.06,0
2022,11,5,23,18.16,80.31,0
2022,11,6,0,17.83,81.69,0
2022,11,6,1,17.73,82.06,0
2022,11,6,2,17.33,83.88,0
2022,11,6,3,16.59,87.62,0
2022,11,6,4,15.92,91.19,0
2022,11,6,5,15.35,94.5,0
2022,11,6,6,15.22,96.06,0
2022,11,6,7,17.47,89.06,0
2022,11,6,8,19.72,82.44,0
2022,11,6,9,22.32,75.25,0
2022,11,6,10,23.89,70,0
2022,11,6,11,24.8,66.94,0
2022,11,6,12,25.37,65.12,0
2022,11,6,13,25.67,64,0
2022,11,6,14,25.62,63.88,0
2022,11,6,15,25.2,65.56,0
2022,11,6,16,24.5,70.25,0
2022,11,6,17,22.87,76.94,0
2022,11,6,18,21.92,76.25,0
2022,11,6,19,20.98,80.19,0
2022,11,6,20,19.95,84.75,0
2022,11,6,21,19.15,88.56,0
2022,11,6,22,18.58,91.12,0
2022,11,6,23,18.14,93.69,0
2022,11,7,0,17.89,95.06,0
2022,11,7,1,17.94,94.25,0
2022,11,7,2,17.9,93.94,0
2022,11,7,3,17.35,96.19,0
2022,11,7,4,16.9,97.94,0
2022,11,7,5,16.58,99.06,0
2022,11,7,6,16.56,98.88,0
2022,11,7,7,18.65,92,0
2022,11,7,8,21.19,84.19,0
2022,11,7,9,23.5,76.19,0
2022,11,7,10,24.7,71.94,0
2022,11,7,11,25.55,69.06,0
2022,11,7,12,26.08,67.19,0
2022,11,7,13,26.38,66,0
2022,11,7,14,26.32,65.81,0
2022,11,7,15,25.85,67.56,0
2022,11,7,16,25.02,73.56,0
2022,11,7,17,23.01,83.38,0
2022,11,7,18,21.54,86.62,0
2022,11,7,19,20.69,89,0
2022,11,7,20,20.04,90.81,0
2022,11,7,21,19.49,92.44,0
2022,11,7,22,18.97,94.69,0
2022,11,7,23,18.5,97.19,0
2022,11,8,0,18.13,99,0
2022,11,8,1,17.98,99.44,0
2022,11,8,2,18.08,98.44,0
2022,11,8,3,18.26,96.75,0
2022,11,8,4,17.94,97.75,0
2022,11,8,5,17.62,99,0
2022,11,8,6,17.54,98.69,0
2022,11,8,7,19.61,92.69,0
2022,11,8,8,22.28,82.12,0
2022,11,8,9,24.44,73,0
2022,11,8,10,25.56,68.88,0
2022,11,8,11,26.3,66.38,0
2022,11,8,12,26.81,64.31,0
2022,11,8,13,27.05,63,0
2022,11,8,14,26.94,62.56,0
2022,11,8,15,26.46,63.88,0
2022,11,8,16,25.65,69.06,0
2022,11,8,17,23.58,76.5,0
2022,11,8,18,22.38,76.69,0
2022,11,8,19,21.42,79.88,0
2022,11,8,20,20.37,83.81,0
2022,11,8,21,19.47,87.19,0
2022,11,8,22,18.77,89.62,0
2022,11,8,23,18.3,91.75,0
2022,11,9,0,18.08,92.81,0
2022,11,9,1,18.05,92.5,0
2022,11,9,2,17.68,93.62,0
2022,11,9,3,16.97,96.62,0
2022,11,9,4,16.4,99.06,0
2022,11,9,5,16.07,100,0
2022,11,9,6,16.12,99.56,0
2022,11,9,7,18.67,90.5,0
2022,11,9,8,21.32,83,0
2022,11,9,9,23.94,74.25,0
2022,11,9,10,25.4,68.94,0
2022,11,9,11,26.33,65.81,0
2022,11,9,12,27.07,63.25,0
2022,11,9,13,27.32,62.81,0
2022,11,9,14,27.19,63.69,0
2022,11,9,15,26.64,66.25,0
2022,11,9,16,25.89,71.94,0
2022,11,9,17,23.94,80.12,0
2022,11,9,18,22.61,83.38,0
2022,11,9,19,21.71,87.31,0
2022,11,9,20,20.97,90.5,0
2022,11,9,21,20.36,93.38,0
2022,11,9,22,19.84,96.62,0
2022,11,9,23,19.41,99.31,0
2022,11,10,0,19.29,99.81,0
2022,11,10,1,19.42,98.5,0
2022,11,10,2,19.3,98.19,0
2022,11,10,3,18.65,100,0
2022,11,10,4,18.08,100,0
2022,11,10,5,17.9,100,0
2022,11,10,6,18.14,100,0
2022,11,10,7,20.15,91.81,0
2022,11,10,8,22.48,85.81,0
2022,11,10,9,24.64,79.12,0
2022,11,10,10,26.16,74.06,0
2022,11,10,11,27.04,71.31,0
2022,11,10,12,27.64,69.81,0
2022,11,10,13,28,69.19,0
2022,11,10,14,27.95,69.88,0
2022,11,10,15,27.48,72.62,0
2022,11,10,16,26.47,79.94,0
2022,11,10,17,24.46,90.12,0
2022,11,10,18,23.34,94,0
2022,11,10,19,22.83,95.5,0.04
2022,11,10,20,22.37,96.94,0.04
2022,11,10,21,21.92,98.06,0.05
2022,11,10,22,21.48,98.94,0.05
2022,11,10,23,21.07,99.56,0.04
2022,11,11,0,20.69,99.88,0.04
2022,11,11,1,20.45,99.69,0.04
2022,11,11,2,20.41,98.88,0.04
2022,11,11,3,20.49,97.94,0.04
2022,11,11,4,20.58,97.06,0.04
2022,11,11,5,20.48,97,0.04
2022,11,11,6,20.62,96.75,0.04
2022,11,11,7,22.65,93.56,0.05
2022,11,11,8,24.29,87.62,0.11
2022,11,11,9,25.76,81.88,0.13
2022,11,11,10,27.22,75.75,0.16
2022,11,11,11,28.52,70.31,0.17
2022,11,11,12,29.33,67,0.11
2022,11,11,13,29.57,66.19,0.11
2022,11,11,14,29.23,68.19,0.07
2022,11,11,15,28.33,74.12,0.06
2022,11,11,16,26.96,82.25,0.04
2022,11,11,17,24.99,91.69,0.04
2022,11,11,18,24.05,94.62,0.06
2022,11,11,19,23.48,96.12,0
2022,11,11,20,22.93,97.06,0
2022,11,11,21,22.4,98.12,0
2022,11,11,22,21.87,99.38,0
2022,11,11,23,21.44,100,0
2022,11,12,0,21.12,100,0
2022,11,12,1,20.92,100,0
2022,11,12,2,20.8,100,0
2022,11,12,3,20.75,99.94,0
2022,11,12,4,20.69,99.56,0
2022,11,12,5,20.61,99.44,0
2022,11,12,6,20.73,98.81,0
2022,11,12,7,22.7,93.94,0
2022,11,12,8,24.55,87.38,0
2022,11,12,9,26.19,80.56,0
2022,11,12,10,27.39,75.75,0
2022,11,12,11,28.24,72.38,0
2022,11,12,12,28.89,69.88,0
2022,11,12,13,29.2,68.38,0
2022,11,12,14,29.12,68.19,0
2022,11,12,15,28.61,70,0
2022,11,12,16,27.62,76.56,0
2022,11,12,17,25.33,87.56,0
2022,11,12,18,24.09,90.44,0
2022,11,12,19,23.68,91.5,0
2022,11,12,20,23.26,93.44,0
2022,11,12,21,22.92,95.31,0.01
2022,11,12,22,22.48,97.31,0.02
2022,11,12,23,22,99.19,0.03
2022,11,13,0,21.63,99.94,0.04
2022,11,13,1,21.33,99.88,0.06
2022,11,13,2,21.23,98.94,0.07
2022,11,13,3,21.08,98.31,0.07
2022,11,13,4,20.87,98.19,0.07
2022,11,13,5,20.58,98.44,0.07
2022,11,13,6,20.58,98.12,0.07
2022,11,13,7,22.69,94.12,0.06
2022,11,13,8,24.16,88.44,0.03
2022,11,13,9,25.64,81.12,0.01
2022,11,13,10,26.85,75.12,0.01
2022,11,13,11,27.68,71.25,0.03
2022,11,13,12,28.15,69.25,0.04
2022,11,13,13,28.29,68.62,0.07
2022,11,13,14,28.15,69.25,0.12
2022,11,13,15,27.63,71.81,0.13
2022,11,13,16,26.81,78.25,0.12
2022,11,13,17,25.23,86.75,0.06
2022,11,13,18,24.3,90.75,0.06
2022,11,13,19,23.71,93.44,0
2022,11,13,20,23.3,95.31,0
2022,11,13,21,22.98,96.69,0
2022,11,13,22,22.65,97.94,0
2022,11,13,23,22.33,98.69,0
2022,11,14,0,22.21,98.19,0
2022,11,14,1,22.38,96.25,0
2022,11,14,2,22.58,94.56,0
2022,11,14,3,22.32,94.94,0
2022,11,14,4,21.82,96.62,0
2022,11,14,5,21.55,97.44,0
2022,11,14,6,21.48,97.81,0
2022,11,14,7,23.09,94,0
2022,11,14,8,24.64,86.56,0
2022,11,14,9,26.25,79,0
2022,11,14,10,27.3,74.81,0.01
2022,11,14,11,27.88,72.75,0.01
2022,11,14,12,28.21,71.81,0.01
2022,11,14,13,28.31,71.62,0.02
2022,11,14,14,28.12,72.25,0.02
2022,11,14,15,27.55,75.25,0.01
2022,11,14,16,26.62,81.19,0.01
2022,11,14,17,24.93,90.62,0.01
2022,11,14,18,23.98,93.62,0.01
2022,11,14,19,23.52,94.81,0.02
2022,11,14,20,23.1,96,0.02
2022,11,14,21,22.64,97.38,0.02
2022,11,14,22,22.21,98.94,0.01
2022,11,14,23,21.9,99.69,0.01
2022,11,15,0,21.69,99.94,0.01
2022,11,15,1,21.63,99.31,0.01
2022,11,15,2,21.69,98.25,0.01
2022,11,15,3,21.64,98.12,0.01
2022,11,15,4,21.54,98.5,0.01
2022,11,15,5,21.4,98.88,0.01
2022,11,15,6,21.5,98.69,0.02
2022,11,15,7,23.05,94.44,0.02
2022,11,15,8,24.75,89.19,0.05
2022,11,15,9,26.41,82.5,0.06
2022,11,15,10,27.48,77.94,0.07
2022,11,15,11,28.12,75.19,0.07
2022,11,15,12,28.51,73.5,0.06
2022,11,15,13,28.57,72.88,0.05
2022,11,15,14,28.48,73.19,0.03
2022,11,15,15,27.86,76.5,0.01
2022,11,15,16,26.76,82.88,0.01
2022,11,15,17,24.97,92,0.01
2022,11,15,18,24.15,94.69,0
2022,11,15,19,23.65,96.44,0.02
2022,11,15,20,23.19,97.56,0.11
2022,11,15,21,22.78,98.38,0.21
2022,11,15,22,22.48,98.75,0.2
2022,11,15,23,22.3,98.88,0.16
2022,11,16,0,22.12,98.94,0.14
2022,11,16,1,21.95,99,0.13
2022,11,16,2,21.84,98.94,0.12
2022,11,16,3,21.76,98.81,0.12
2022,11,16,4,21.66,98.75,0.09
2022,11,16,5,21.59,98.62,0.07
2022,11,16,6,21.76,98.44,0.06
2022,11,16,7,23.38,95.38,0.07
2022,11,16,8,25.05,90.75,0.1
2022,11,16,9,26.76,83.62,0.16
2022,11,16,10,27.91,78.5,0.23
2022,11,16,11,28.58,75.69,0.28
2022,11,16,12,28.95,74.12,0.33
2022,11,16,13,29.05,73.5,0.37
2022,11,16,14,28.88,73.94,0.37
2022,11,16,15,28.33,76.69,0.33
2022,11,16,16,27.25,83.19,0.3
2022,11,16,17,25.4,91.44,0.25
2022,11,16,18,24.61,93.12,0.24
2022,11,16,19,24.14,94.62,0.05
2022,11,16,20,23.69,96.5,0.04
2022,11,16,21,23.26,97.94,0.04
2022,11,16,22,22.98,98.69,0.04
2022,11,16,23,22.79,99,0.06
2022,11,17,0,22.65,99.12,0.07
2022,11,17,1,22.55,99.12,0.09
2022,11,17,2,22.42,99.19,0.08
2022,11,17,3,22.29,99.25,0.07
2022,11,17,4,22.16,99.19,0.06
2022,11,17,5,21.95,99.38,0.05
2022,11,17,6,22.02,99,0.04
2022,11,17,7,23.95,95.38,0.04
2022,11,17,8,25.15,90.25,0.04
2022,11,17,9,26.37,83.56,0.04
2022,11,17,10,27.65,76.94,0.05
2022,11,17,11,28.57,72.38,0.07
2022,11,17,12,29.15,69.94,0.06
2022,11,17,13,29.4,69,0.05
2022,11,17,14,29.3,69.5,0.03
2022,11,17,15,28.81,72.31,0.03
2022,11,17,16,27.7,78.81,0.02
2022,11,17,17,25.52,89.38,0.02
2022,11,17,18,24.54,91.75,0.01
2022,11,17,19,24.01,93.31,0.01
2022,11,17,20,23.51,95.31,0.02
2022,11,17,21,23.02,97.75,0.03
2022,11,17,22,22.59,99.62,0.03
2022,11,17,23,22.35,100,0.03
2022,11,18,0,22.19,100,0.04
2022,11,18,1,22.06,100,0.05
2022,11,18,2,22.01,100,0.06
2022,11,18,3,21.98,100,0.07
2022,11,18,4,21.94,99.75,0.08
2022,11,18,5,21.92,99.5,0.09
2022,11,18,6,22.11,98.88,0.07
2022,11,18,7,23.96,95.38,0.09
2022,11,18,8,25.44,90.19,0.1
2022,11,18,9,26.83,83.44,0.13
2022,11,18,10,28.03,77.75,0.14
2022,11,18,11,28.8,74.38,0.15
2022,11,18,12,29.33,72.5,0.16
2022,11,18,13,29.54,71.69,0.14
2022,11,18,14,29.48,71.69,0.14
2022,11,18,15,29.05,74,0.12
2022,11,18,16,27.95,80.69,0.12
2022,11,18,17,25.83,90.5,0.1
2022,11,18,18,24.81,93.31,0.11
2022,11,18,19,24.28,95.19,0.04
2022,11,18,20,23.86,96.94,0.04
2022,11,18,21,23.5,98.06,0.05
2022,11,18,22,23.19,98.75,0.06
2022,11,18,23,22.93,99.12,0.07
2022,11,19,0,22.69,99.31,0.07
2022,11,19,1,22.45,99.44,0.08
2022,11,19,2,22.27,99.38,0.09
2022,11,19,3,22.15,99.25,0.09
2022,11,19,4,21.98,99.12,0.06
2022,11,19,5,21.74,99.12,0.04
2022,11,19,6,21.76,98.69,0.03
2022,11,19,7,23.61,94.94,0.03
2022,11,19,8,25.12,89.62,0.04
2022,11,19,9,26.59,82.75,0.05
2022,11,19,10,27.65,77.56,0.1
2022,11,19,11,28.28,74.81,0.15
2022,11,19,12,28.51,73.25,0.19
2022,11,19,13,28.5,72.75,0.22
2022,11,19,14,27.98,74.62,0.19
2022,11,19,15,26.9,79,0.17
2022,11,19,16,25.65,84.56,0.16
2022,11,19,17,24.16,90,0.13
2022,11,19,18,23.37,91.44,0.11
2022,11,19,19,22.84,92,0.45
2022,11,19,20,22.29,92.5,0.43
2022,11,19,21,21.71,93,0.37
2022,11,19,22,21.09,93.25,0.25
2022,11,19,23,20.44,93.38,0.15
2022,11,20,0,19.86,93.31,0.1
2022,11,20,1,19.39,93.31,0.07
2022,11,20,2,19.05,93.62,0.05
2022,11,20,3,18.81,93.94,0.03
2022,11,20,4,18.65,94.19,0.03
2022,11,20,5,18.49,94.5,0.04
2022,11,20,6,18.48,94.56,0.05
2022,11,20,7,19.47,90.06,0.07
2022,11,20,8,21.12,82.5,0.08
2022,11,20,9,22.6,75.19,0.06
2022,11,20,10,23.79,71.75,0.05
2022,11,20,11,24.59,70.88,0.06
2022,11,20,12,25.26,70.75,0.09
2022,11,20,13,25.8,70.94,0.12
2022,11,20,14,26.01,71.69,0.13
2022,11,20,15,25.89,73.38,0.08
2022,11,20,16,25.35,78.88,0.05
2022,11,20,17,23.84,85.81,0.03
2022,11,20,18,23.01,86.75,0.02
2022,11,20,19,22.49,88.38,0
2022,11,20,20,21.98,90.06,0
2022,11,20,21,21.58,91.12,0
2022,11,20,22,21.33,91.62,0
2022,11,20,23,21.25,91.62,0
2022,11,21,0,21.16,91.81,0
2022,11,21,1,21,92.69,0
2022,11,21,2,20.61,94.81,0
2022,11,21,3,20.32,96.44,0
2022,11,21,4,20.35,96.38,0
2022,11,21,5,20.3,96.31,0
2022,11,21,6,20.24,96.62,0
2022,11,21,7,21.55,94,0
2022,11,21,8,23.25,87.5,0
2022,11,21,9,24.84,80.62,0
2022,11,21,10,25.83,76.5,0
2022,11,21,11,26.62,74,0
2022,11,21,12,27.22,72.38,0
2022,11,21,13,27.6,71.31,0
2022,11,21,14,27.6,71.19,0
2022,11,21,15,27.19,72.88,0
2022,11,21,16,26.27,79.19,0
2022,11,21,17,24.36,89.12,0
2022,11,21,18,23.44,91.88,0
2022,11,21,19,22.95,93.5,0.03
2022,11,21,20,22.48,95,0.04
2022,11,21,21,22.07,96,0.03
2022,11,21,22,21.72,96.94,0.03
2022,11,21,23,21.43,97.44,0.02
2022,11,22,0,21.29,97.12,0.02
2022,11,22,1,21.32,96.25,0.02
2022,11,22,2,21.29,95.88,0.02
2022,11,22,3,20.76,97.5,0.03
2022,11,22,4,20.32,98.94,0.02
2022,11,22,5,20.01,99.75,0.02
2022,11,22,6,20.02,99.5,0.01
2022,11,22,7,21.95,94.62,0.01
2022,11,22,8,23.64,88.94,0.01
2022,11,22,9,25.46,80.81,0.02
2022,11,22,10,26.69,75.94,0.04
2022,11,22,11,27.32,73.94,0.07
2022,11,22,12,27.76,72.94,0.08
2022,11,22,13,28.12,72.25,0.07
2022,11,22,14,28.14,72.44,0.06
2022,11,22,15,27.85,74.19,0.04
2022,11,22,16,27.11,79.69,0.03
2022,11,22,17,25.41,86.94,0.03
2022,11,22,18,24.73,87.88,0.04
2022,11,22,19,24.41,88.81,0.15
2022,11,22,20,24.07,90.25,0.18
2022,11,22,21,23.58,93,0.24
2022,11,22,22,23.12,95.38,0.28
2022,11,22,23,22.76,97.06,0.27
2022,11,23,0,22.49,98.06,0.26
2022,11,23,1,22.29,98.38,0.24
2022,11,23,2,22.15,98.31,0.23
2022,11,23,3,22.05,97.88,0.25
2022,11,23,4,21.88,97.25,0.25
2022,11,23,5,21.45,96.44,0.2
2022,11,23,6,20.69,95.06,0.14
2022,11,23,7,20.42,92.44,0.1
2022,11,23,8,21.01,87.44,0.06
2022,11,23,9,22.22,80.88,0.04
2022,11,23,10,23.51,75.81,0.04
2022,11,23,11,24.47,73.81,0.03
2022,11,23,12,25.1,73.38,0.03
2022,11,23,13,25.4,73.75,0.05
2022,11,23,14,25.46,74.94,0.05
2022,11,23,15,25.4,76.62,0.05
2022,11,23,16,25.06,80.12,0.03
2022,11,23,17,24.14,83.94,0.01
2022,11,23,18,24,81.19,0
2022,11,23,19,23.73,83.06,0
2022,11,23,20,23.37,84.12,0.01
2022,11,23,21,23.01,86.12,0.01
2022,11,23,22,22.52,89.44,0.02
2022,11,23,23,22.15,91.88,0.05
2022,11,24,0,21.8,94.38,0.08
2022,11,24,1,21.54,95.81,0.1
2022,11,24,2,21.35,96.38,0.11
2022,11,24,3,21.17,96.69,0.12
2022,11,24,4,21.01,96.81,0.14
2022,11,24,5,20.83,96.88,0.16
2022,11,24,6,20.71,96.69,0.2
2022,11,24,7,20.97,95.19,0.27
2022,11,24,8,21.32,93.5,0.45
2022,11,24,9,21.72,91.31,0.58
2022,11,24,10,22.01,89.69,0.59
2022,11,24,11,22.28,88.56,0.63
2022,11,24,12,22.52,87.81,0.76
2022,11,24,13,22.74,87.25,0.96
2022,11,24,14,22.81,87.44,1.11
2022,11,24,15,22.71,88.62,1.05
2022,11,24,16,22.3,91.69,0.84
2022,11,24,17,21.35,96.25,0.54
2022,11,24,18,20.9,96.94,0.38
2022,11,24,19,20.64,96.94,0.68
2022,11,24,20,20.39,97.19,0.63
2022,11,24,21,20.17,97.44,0.73
2022,11,24,22,19.99,97.56,0.94
2022,11,24,23,19.89,97.5,1.09
2022,11,25,0,19.75,97.44,1.05
2022,11,25,1,19.58,97.38,0.98
2022,11,25,2,19.4,97.5,0.83
2022,11,25,3,19.26,97.56,0.63
2022,11,25,4,19.18,97.56,0.34
2022,11,25,5,19.12,97.56,0.17
2022,11,25,6,19.17,97.31,0.14
2022,11,25,7,19.88,94.56,0.14
2022,11,25,8,21.07,90.88,0.17
2022,11,25,9,22.63,85.12,0.22
2022,11,25,10,24.02,81.38,0.25
2022,11,25,11,25.13,79,0.21
2022,11,25,12,25.81,77.81,0.16
2022,11,25,13,26.3,76.94,0.13
2022,11,25,14,26.18,77.75,0.11
2022,11,25,15,25.69,80.44,0.09
2022,11,25,16,24.91,86.06,0.07
2022,11,25,17,23.58,93.25,0.05
2022,11,25,18,23,94.81,0.05
2022,11,25,19,22.73,95.56,0.15
2022,11,25,20,22.49,96.31,0.27
2022,11,25,21,22.23,97.06,0.49
2022,11,25,22,21.94,97.56,0.68
2022,11,25,23,21.64,97.75,0.87
2022,11,26,0,21.33,97.69,1.04
2022,11,26,1,21.01,97.62,1.07
2022,11,26,2,20.64,97.44,0.99
2022,11,26,3,20.26,97.38,0.86
2022,11,26,4,19.9,97.31,0.73
2022,11,26,5,19.62,97.38,0.62
2022,11,26,6,19.48,97.12,0.54
2022,11,26,7,20.07,94.5,0.48
2022,11,26,8,21.24,89.94,0.47
2022,11,26,9,22.81,85,0.54
2022,11,26,10,24.18,81.75,0.79
2022,11,26,11,25.09,80.12,1.25
2022,11,26,12,25.76,79.06,1.61
2022,11,26,13,26.15,78.81,1.6
2022,11,26,14,26.23,79.69,1.21
2022,11,26,15,25.96,82.44,1.61
2022,11,26,16,25.26,88.62,1.13
2022,11,26,17,23.87,95.25,0.45
2022,11,26,18,23.4,96.88,0.31
2022,11,26,19,23.22,97.62,0.14
2022,11,26,20,23.08,97.88,0.16
2022,11,26,21,22.97,98,0.16
2022,11,26,22,22.94,98,0.14
2022,11,26,23,22.9,98.19,0.15
2022,11,27,0,22.94,98.19,0.2
2022,11,27,1,22.94,98.25,0.3
2022,11,27,2,22.98,98.12,0.3
2022,11,27,3,22.98,98.06,0.21
2022,11,27,4,22.93,98,0.14
2022,11,27,5,22.81,98,0.09
2022,11,27,6,22.74,98.06,0.07
2022,11,27,7,24.37,95.5,0.06
2022,11,27,8,25.8,92,0.1
2022,11,27,9,27.31,85.25,0.16
2022,11,27,10,28.51,79.38,0.25
2022,11,27,11,29.2,76.38,0.25
2022,11,27,12,29.52,74.75,0.24
2022,11,27,13,29.46,74.56,0.21
2022,11,27,14,29.1,75.81,0.2
2022,11,27,15,28.3,79.75,0.21
2022,11,27,16,27.03,86.5,0.18
2022,11,27,17,25.5,92.5,0.14
2022,11,27,18,24.72,95.44,0.09
2022,11,27,19,24.33,96.56,0
2022,11,27,20,24.14,96.88,0
2022,11,27,21,23.98,97.31,0
2022,11,27,22,23.81,97.88,0
2022,11,27,23,23.58,98.69,0
2022,11,28,0,23.36,99.38,0
2022,11,28,1,23.09,100,0
2022,11,28,2,22.81,100,0
2022,11,28,3,22.55,100,0
2022,11,28,4,22.36,100,0
2022,11,28,5,22.24,100,0
2022,11,28,6,22.33,99.94,0
2022,11,28,7,24.09,94.12,0
2022,11,28,8,25.76,89.5,0
2022,11,28,9,28.3,79.06,0
2022,11,28,10,30.15,71.69,0
2022,11,28,11,31.16,68.38,0
2022,11,28,12,31.68,66.5,0
2022,11,28,13,31.76,66.06,0
2022,11,28,14,31.51,67.25,0
2022,11,28,15,30.94,71.56,0
2022,11,28,16,29.39,78.31,0
2022,11,28,17,27.02,88.94,0
2022,11,28,18,26.08,91.88,0
2022,11,28,19,25.48,94.5,0
2022,11,28,20,25.02,96.38,0
2022,11,28,21,24.65,97.69,0
2022,11,28,22,24.33,98.88,0
2022,11,28,23,24.08,99.56,0
2022,11,29,0,23.85,100,0
2022,11,29,1,23.64,100,0
2022,11,29,2,23.45,100,0
2022,11,29,3,23.32,99.75,0
2022,11,29,4,23.19,99.19,0
2022,11,29,5,23.02,99.12,0
2022,11,29,6,23,98.69,0
2022,11,29,7,24.71,92.81,0
2022,11,29,8,26.25,87.19,0
2022,11,29,9,28.27,78.69,0
2022,11,29,10,29.6,73.19,0
2022,11,29,11,30.46,69.75,0
2022,11,29,12,30.94,67.31,0
2022,11,29,13,31.14,66,0
2022,11,29,14,31.04,66.06,0
2022,11,29,15,30.49,69.81,0
2022,11,29,16,29.37,76.06,0
2022,11,29,17,26.83,89.62,0
2022,11,29,18,25.84,93.06,0
2022,11,29,19,25.39,95.75,0.01
2022,11,29,20,25.04,97.38,0.01
2022,11,29,21,24.58,99.12,0.01
2022,11,29,22,24.26,100,0.02
2022,11,29,23,23.98,100,0.02
2022,11,30,0,23.78,100,0.02
2022,11,30,1,23.64,100,0.04
2022,11,30,2,23.58,100,0.05
2022,11,30,3,23.61,100,0.08
2022,11,30,4,23.73,99.38,0.09
2022,11,30,5,23.97,98.12,0.12
2022,11,30,6,23.87,97,0.17
2022,11,30,7,23.33,94.31,0.22
2022,11,30,8,21.82,90.19,0.25
2022,11,30,9,20.63,82.56,0.31
2022,11,30,10,20.03,77.06,0.47
2022,11,30,11,19.65,76.31,0.81
2022,11,30,12,19.44,77,1.12
2022,11,30,13,19.23,78.06,0.77
2022,11,30,14,19.06,79.06,0.25
2022,11,30,15,18.8,80.44,0.14
2022,11,30,16,18.33,84.19,0.14
