Year,Month,Day,Hour,Temperature,Humidity,PRECTOTCORR
2023,2,13,1,18.83,92.44,0
2023,2,13,2,18.23,93.88,0
2023,2,13,3,17.65,94.94,0
2023,2,13,4,17.06,96.5,0
2023,2,13,5,16.74,96.94,0
2023,2,13,6,16.97,95.56,0
2023,2,13,7,19.68,85.5,0
2023,2,13,8,21.97,78.56,0
2023,2,13,9,24.71,71.62,0
2023,2,13,10,26.87,65.81,0
2023,2,13,11,28.69,58.88,0
2023,2,13,12,29.82,54.69,0
2023,2,13,13,30.19,53.81,0
2023,2,13,14,30.06,54.88,0
2023,2,13,15,29.53,57.81,0.01
2023,2,13,16,28.19,67.25,0.01
2023,2,13,17,25.21,83.81,0.01
2023,2,13,18,23.72,86.38,0.05
2023,2,13,19,22.94,88.62,0
2023,2,13,20,21.85,91.44,0
2023,2,13,21,20.95,88.75,0.01
2023,2,13,22,19.45,83.75,0.01
2023,2,13,23,17.8,80.38,0.01
2023,2,14,0,16.49,78.88,0.01
2023,2,14,1,15.4,78.31,0.01
2023,2,14,2,14.38,77.81,0.02
2023,2,14,3,13.47,76.56,0.02
2023,2,14,4,12.89,76.75,0.02
2023,2,14,5,12.54,77.5,0.02
2023,2,14,6,12.35,77.75,0.02
2023,2,14,7,12.81,73.44,0.02
2023,2,14,8,13.63,68.56,0.01
2023,2,14,9,14.76,64.19,0.01
2023,2,14,10,16.04,60.62,0
2023,2,14,11,17.35,57.44,0
2023,2,14,12,18.6,54.75,0
2023,2,14,13,19.56,53.06,0
2023,2,14,14,20.04,52.62,0
2023,2,14,15,19.94,53.94,0
2023,2,14,16,19.08,60.75,0
2023,2,14,17,16.85,79.75,0
2023,2,14,18,15.76,83.19,0
2023,2,14,19,15.37,84,0
2023,2,14,20,15.01,84.69,0
2023,2,14,21,14.75,84.88,0
2023,2,14,22,14.5,84.88,0
2023,2,14,23,14.12,85.69,0
2023,2,15,0,13.63,87.25,0
2023,2,15,1,13.26,87.94,0.01
2023,2,15,2,12.86,89.31,0.01
2023,2,15,3,12.5,89.25,0.01
2023,2,15,4,12.12,88,0.01
2023,2,15,5,11.58,83.06,0
2023,2,15,6,11.3,82.12,0
2023,2,15,7,11.57,77.25,0
2023,2,15,8,12.41,70.25,0
2023,2,15,9,14.01,63.38,0
2023,2,15,10,15.62,59.12,0
2023,2,15,11,16.98,56.94,0
2023,2,15,12,17.93,56.06,0
2023,2,15,13,18.49,56.06,0
2023,2,15,14,18.58,57,0
2023,2,15,15,18.26,58.94,0
2023,2,15,16,17.48,63.81,0
2023,2,15,17,15.8,81,0
2023,2,15,18,14.74,84.31,0
2023,2,15,19,14.33,83.31,0
2023,2,15,20,14.1,81.81,0
2023,2,15,21,14,80.44,0
2023,2,15,22,13.76,81.31,0
2023,2,15,23,13.49,83.94,0
2023,2,16,0,13.28,87.12,0
2023,2,16,1,13.04,89.38,0
2023,2,16,2,12.84,91.81,0
2023,2,16,3,12.6,93.06,0
2023,2,16,4,12.35,93.38,0
2023,2,16,5,12.19,93,0
2023,2,16,6,12.32,92.44,0
2023,2,16,7,13.5,82.69,0
2023,2,16,8,15.14,72.06,0
2023,2,16,9,16.8,65.56,0
2023,2,16,10,17.99,63.62,0
2023,2,16,11,18.65,63.19,0
2023,2,16,12,19.09,63.25,0
2023,2,16,13,19.34,63.75,0
2023,2,16,14,19.3,64.88,0
2023,2,16,15,18.99,66.81,0
2023,2,16,16,18.33,71.56,0
2023,2,16,17,17.12,84.56,0
2023,2,16,18,16.16,88.38,0
2023,2,16,19,15.48,90.06,0
2023,2,16,20,14.86,91.44,0
2023,2,16,21,14.34,92.5,0
2023,2,16,22,13.85,93.06,0
2023,2,16,23,13.63,93.19,0
2023,2,17,0,13.48,93.06,0
2023,2,17,1,13.28,93.56,0
2023,2,17,2,13.08,94.44,0
2023,2,17,3,12.93,95.06,0
2023,2,17,4,12.87,95.06,0
2023,2,17,5,12.88,94.94,0
2023,2,17,6,13.15,94.5,0
2023,2,17,7,15.01,84.81,0
2023,2,17,8,17.31,74.12,0
2023,2,17,9,19.08,69.44,0
2023,2,17,10,20.24,67.69,0
2023,2,17,11,21.23,66.38,0
2023,2,17,12,22.02,65.38,0
2023,2,17,13,22.58,64.75,0
2023,2,17,14,22.87,64.62,0
2023,2,17,15,22.55,66.38,0
2023,2,17,16,21.62,72.12,0
2023,2,17,17,19.39,87,0
2023,2,17,18,17.81,91.38,0
2023,2,17,19,17.23,92.81,0
2023,2,17,20,16.64,94.75,0
2023,2,17,21,16.2,96.62,0
2023,2,17,22,15.95,97.69,0
2023,2,17,23,15.66,98.81,0
2023,2,18,0,15.3,100,0
2023,2,18,1,14.99,100,0
2023,2,18,2,14.69,100,0
2023,2,18,3,14.62,100,0
2023,2,18,4,14.87,100,0
2023,2,18,5,15.09,98.75,0
2023,2,18,6,15.29,97.19,0
2023,2,18,7,17.25,89.06,0
2023,2,18,8,19.76,79.31,0
2023,2,18,9,21.91,72.06,0
2023,2,18,10,23.76,66.12,0
2023,2,18,11,24.98,62.69,0
2023,2,18,12,25.73,60.88,0
2023,2,18,13,26.06,60.31,0
2023,2,18,14,25.81,61.44,0
2023,2,18,15,24.94,64.94,0
2023,2,18,16,23.67,71.56,0
2023,2,18,17,21.57,83.44,0
2023,2,18,18,20.3,88.19,0
2023,2,18,19,19.49,91.69,0
2023,2,18,20,18.65,95.38,0
2023,2,18,21,17.93,98.5,0
2023,2,18,22,17.5,99.94,0
2023,2,18,23,17.26,100,0
2023,2,19,0,17.11,100,0
2023,2,19,1,16.9,100,0
2023,2,19,2,16.68,100,0.01
2023,2,19,3,16.4,100,0.01
2023,2,19,4,16.22,100,0.02
2023,2,19,5,16.21,100,0.02
2023,2,19,6,16.74,98.69,0.03
2023,2,19,7,18.24,92.56,0.06
2023,2,19,8,19.18,88.25,0.09
2023,2,19,9,19.87,80.81,0.07
2023,2,19,10,20.27,71.31,0.03
2023,2,19,11,20.65,64.81,0.02
2023,2,19,12,21.21,61.69,0.01
2023,2,19,13,21.69,60.75,0.01
2023,2,19,14,21.99,60.75,0
2023,2,19,15,22.01,61.94,0
2023,2,19,16,21.29,69.56,0
2023,2,19,17,19.48,83.44,0
2023,2,19,18,18.48,85.5,0
2023,2,19,19,17.86,86.62,0.01
2023,2,19,20,17.01,88.06,0
2023,2,19,21,16.24,89.62,0
2023,2,19,22,15.67,90.44,0
2023,2,19,23,15.19,91.19,0
2023,2,20,0,14.67,92.69,0
2023,2,20,1,14.2,94,0
2023,2,20,2,13.8,94.94,0.02
2023,2,20,3,13.41,96,0.04
2023,2,20,4,13.08,96.81,0.04
2023,2,20,5,12.93,96.5,0.01
2023,2,20,6,13.48,93.19,0
2023,2,20,7,15.87,80.12,0
2023,2,20,8,18.02,66.19,0
2023,2,20,9,20.36,56.88,0
2023,2,20,10,22.25,53.38,0
2023,2,20,11,23.48,52.62,0
2023,2,20,12,24.24,52.69,0.01
2023,2,20,13,24.43,53.44,0.02
2023,2,20,14,24.36,54.56,0.04
2023,2,20,15,23.87,57.06,0.04
2023,2,20,16,22.82,64.69,0.01
2023,2,20,17,20.51,80,0
2023,2,20,18,18.7,84.69,0
2023,2,20,19,17.94,86.5,0
2023,2,20,20,17.27,88.31,0
2023,2,20,21,16.65,89.94,0
2023,2,20,22,16.12,91.25,0
2023,2,20,23,15.83,92.06,0
2023,2,21,0,15.67,92.56,0
2023,2,21,1,15.5,92.81,0
2023,2,21,2,15.44,92.12,0
2023,2,21,3,15.55,91.62,0
2023,2,21,4,15.48,92.31,0
2023,2,21,5,15.54,92.12,0
2023,2,21,6,15.92,90.81,0
2023,2,21,7,17.87,83.25,0
2023,2,21,8,19.98,73.62,0
2023,2,21,9,21.84,68,0
2023,2,21,10,22.93,65.94,0.01
2023,2,21,11,23.82,64.25,0.01
2023,2,21,12,24.55,62.12,0.02
2023,2,21,13,24.62,61.75,0.02
2023,2,21,14,24.13,63.62,0.01
2023,2,21,15,23.45,66.38,0.01
2023,2,21,16,22.34,71.88,0
2023,2,21,17,20.31,82.31,0
2023,2,21,18,18.94,86.19,0
2023,2,21,19,18.03,88.44,0
2023,2,21,20,17.27,90.25,0
2023,2,21,21,16.68,91.69,0
2023,2,21,22,16.22,92.88,0
2023,2,21,23,15.94,94.12,0
2023,2,22,0,15.73,95.75,0
2023,2,22,1,15.54,97.12,0
2023,2,22,2,15.37,98.5,0
2023,2,22,3,15.13,100,0
2023,2,22,4,14.95,100,0.01
2023,2,22,5,15.05,100,0.01
2023,2,22,6,15.72,98.44,0.01
2023,2,22,7,17.58,90.44,0.01
2023,2,22,8,19.26,81.62,0.01
2023,2,22,9,20.69,73.69,0
2023,2,22,10,21.59,68.88,0.01
2023,2,22,11,22.27,65.31,0.01
2023,2,22,12,22.74,63.25,0.01
2023,2,22,13,23.12,61.81,0.01
2023,2,22,14,23.11,61.69,0.01
2023,2,22,15,22.73,62.81,0
2023,2,22,16,21.67,67.75,0
2023,2,22,17,19.32,82,0
2023,2,22,18,17.66,87.38,0
2023,2,22,19,16.78,89.81,0
2023,2,22,20,16.03,92.25,0
2023,2,22,21,15.4,94.19,0
2023,2,22,22,14.9,96,0
2023,2,22,23,14.51,98.19,0
2023,2,23,0,14.23,99.88,0
2023,2,23,1,14.11,100,0
2023,2,23,2,14.15,100,0
2023,2,23,3,14.15,99.94,0
2023,2,23,4,14.08,99.81,0
2023,2,23,5,14.05,99.44,0
2023,2,23,6,14.35,97.88,0
2023,2,23,7,16.55,88.88,0
2023,2,23,8,19.15,79.38,0
2023,2,23,9,21.02,73.19,0
2023,2,23,10,22.33,69.81,0
2023,2,23,11,23.33,67.69,0
2023,2,23,12,24.26,65.88,0
2023,2,23,13,24.92,64.69,0
2023,2,23,14,24.87,65.31,0
2023,2,23,15,24.37,67.75,0
2023,2,23,16,23.35,72.81,0
2023,2,23,17,21.19,85,0
2023,2,23,18,19.6,90.62,0
2023,2,23,19,18.76,93.19,0
2023,2,23,20,17.94,96.31,0
2023,2,23,21,17.3,98.56,0.01
2023,2,23,22,16.99,98.81,0.01
2023,2,23,23,16.79,98.56,0.01
2023,2,24,0,16.57,98.56,0.01
2023,2,24,1,16.35,98.75,0.01
2023,2,24,2,16.21,98.69,0.02
2023,2,24,3,16.06,98.62,0.03
2023,2,24,4,15.96,98.5,0.04
2023,2,24,5,15.91,98.38,0.04
2023,2,24,6,16.29,96.75,0.06
2023,2,24,7,17.48,91.88,0.08
2023,2,24,8,18.83,86.06,0.11
2023,2,24,9,19.92,79.31,0.12
2023,2,24,10,20.47,73.69,0.09
2023,2,24,11,20.68,69.38,0.06
2023,2,24,12,20.89,65.75,0.02
2023,2,24,13,21.12,62.62,0.01
2023,2,24,14,21.01,61.19,0
2023,2,24,15,20.69,61.12,0
2023,2,24,16,19.84,65.5,0
2023,2,24,17,17.98,78.31,0
2023,2,24,18,16.96,81.5,0
2023,2,24,19,16.5,81.81,0.02
2023,2,24,20,16.05,82.69,0.02
2023,2,24,21,15.65,83.19,0.03
2023,2,24,22,15.25,82.69,0.05
2023,2,24,23,14.84,81.81,0.07
2023,2,25,0,14.41,81.06,0.07
2023,2,25,1,14.01,79.44,0.05
2023,2,25,2,13.59,76.94,0.03
2023,2,25,3,13.05,74.69,0.02
2023,2,25,4,12.39,74.56,0
2023,2,25,5,11.72,76.56,0
2023,2,25,6,11.65,77.56,0
2023,2,25,7,14.01,64,0
2023,2,25,8,16.47,51.12,0
2023,2,25,9,18.53,44.25,0
2023,2,25,10,19.93,41.88,0
2023,2,25,11,20.95,41.06,0
2023,2,25,12,21.7,40.69,0
2023,2,25,13,22.11,40.75,0
2023,2,25,14,22.09,41.38,0
2023,2,25,15,21.65,42.62,0
2023,2,25,16,20.44,52.5,0
2023,2,25,17,17.73,72.81,0
2023,2,25,18,16.46,71.31,0
2023,2,25,19,15.91,71.12,0
2023,2,25,20,15.22,72.31,0
2023,2,25,21,14.48,73.75,0
2023,2,25,22,13.68,75.75,0
2023,2,25,23,12.92,77.25,0
2023,2,26,0,12.11,79.38,0
2023,2,26,1,11.13,83.12,0
2023,2,26,2,10.27,86.31,0
2023,2,26,3,9.6,88.19,0
2023,2,26,4,9.06,89.19,0
2023,2,26,5,8.66,89.5,0
2023,2,26,6,9.19,87.75,0
2023,2,26,7,12.1,71.5,0
2023,2,26,8,14.76,58.06,0
2023,2,26,9,16.93,51.12,0
2023,2,26,10,18.52,47.88,0
2023,2,26,11,19.71,45.75,0
2023,2,26,12,20.56,44.25,0
2023,2,26,13,21.01,43.56,0
2023,2,26,14,21.09,43.62,0
2023,2,26,15,20.71,45,0
2023,2,26,16,19.8,51.5,0
2023,2,26,17,17.64,65.75,0
2023,2,26,18,16.62,62.19,0
2023,2,26,19,15.6,66.12,0
2023,2,26,20,14.4,71.88,0
2023,2,26,21,13.3,77.38,0
2023,2,26,22,12.41,81.75,0
2023,2,26,23,11.79,84.12,0
2023,2,27,0,11.58,83.69,0
2023,2,27,1,11.66,81.62,0
2023,2,27,2,11.53,80.5,0
2023,2,27,3,10.98,81.56,0
2023,2,27,4,10.34,83.25,0
2023,2,27,5,9.76,84.62,0
2023,2,27,6,9.83,86.75,0
2023,2,27,7,12.65,73.44,0
2023,2,27,8,15.65,62.94,0
2023,2,27,9,18.5,55.38,0
2023,2,27,10,19.99,52.94,0
2023,2,27,11,21.02,51.69,0
2023,2,27,12,21.73,51.12,0
2023,2,27,13,22.08,51.31,0
2023,2,27,14,22.1,52.38,0
2023,2,27,15,21.65,54.75,0
2023,2,27,16,20.6,61.75,0
2023,2,27,17,18.22,80.19,0
2023,2,27,18,16.15,84.94,0
2023,2,27,19,15.22,87.62,0
2023,2,27,20,14.41,90.25,0
2023,2,27,21,13.63,92.94,0
2023,2,27,22,12.89,96.25,0
2023,2,27,23,12.27,99.75,0
2023,2,28,0,11.91,100,0
2023,2,28,1,11.87,100,0
2023,2,28,2,11.9,100,0
2023,2,28,3,11.81,100,0
2023,2,28,4,11.67,100,0
2023,2,28,5,11.4,100,0
2023,2,28,6,11.54,100,0
2023,2,28,7,14.26,88.38,0
2023,2,28,8,17.18,76.38,0
2023,2,28,9,19.44,68.5,0
2023,2,28,10,20.94,64.44,0
2023,2,28,11,22.16,61.56,0
2023,2,28,12,23.13,59.19,0
2023,2,28,13,23.71,57.88,0
2023,2,28,14,23.89,57.5,0
2023,2,28,15,23.55,58.81,0
2023,2,28,16,22.52,64.94,0
2023,2,28,17,19.86,82.5,0
2023,2,28,18,18.02,87.44,0
2023,2,28,19,17.33,89.62,0
2023,2,28,20,16.53,93.06,0
2023,2,28,21,15.57,97.88,0
2023,2,28,22,14.73,100,0
2023,2,28,23,14.18,100,0
2023,3,1,0,13.87,100,0
2023,3,1,1,13.83,100,0
2023,3,1,2,13.94,100,0
2023,3,1,3,14.02,100,0
2023,3,1,4,14.15,99.12,0
2023,3,1,5,13.94,99.75,0
2023,3,1,6,14.11,98.69,0
2023,3,1,7,16.5,88.31,0
2023,3,1,8,18.98,78.44,0
2023,3,1,9,21.06,70.94,0
2023,3,1,10,22.62,66.31,0
2023,3,1,11,23.79,63.19,0
2023,3,1,12,24.67,60.94,0
2023,3,1,13,25.09,59.88,0
2023,3,1,14,25.15,59.62,0
2023,3,1,15,24.66,61.12,0
2023,3,1,16,23.56,67.12,0
2023,3,1,17,21.23,83.38,0
2023,3,1,18,19.19,88.81,0
2023,3,1,19,18.29,91.38,0
2023,3,1,20,17.45,94.19,0
2023,3,1,21,16.62,97.75,0
2023,3,1,22,16.08,100,0
2023,3,1,23,16.21,99,0
2023,3,2,0,16.55,96.44,0
2023,3,2,1,16.39,96.88,0
2023,3,2,2,15.91,99.44,0.01
2023,3,2,3,15.87,97.62,0.01
2023,3,2,4,15.73,94.19,0.01
2023,3,2,5,15.3,91.19,0
2023,3,2,6,15.33,87.56,0
2023,3,2,7,16.8,76.75,0
2023,3,2,8,18.55,66.88,0
2023,3,2,9,20.73,58.62,0
2023,3,2,10,22.8,54.12,0
2023,3,2,11,24.33,52.5,0
2023,3,2,12,25.17,52.25,0
2023,3,2,13,25.47,52.56,0
2023,3,2,14,25.3,53.69,0
2023,3,2,15,24.85,56.38,0
2023,3,2,16,23.9,63.38,0
2023,3,2,17,21.62,78.94,0
2023,3,2,18,19.75,83.19,0
2023,3,2,19,18.78,85.31,0
2023,3,2,20,17.93,87.44,0
2023,3,2,21,17.21,88.94,0
2023,3,2,22,16.6,89.69,0
2023,3,2,23,16.12,89.81,0
2023,3,3,0,15.75,89.56,0
2023,3,3,1,15.54,89.5,0
2023,3,3,2,15.47,89.38,0
2023,3,3,3,15.42,89.56,0
2023,3,3,4,15.43,89.56,0
2023,3,3,5,15.11,91.69,0
2023,3,3,6,15.19,93.56,0
2023,3,3,7,17.58,86.19,0
2023,3,3,8,20.21,79.5,0
2023,3,3,9,22.27,72.19,0
2023,3,3,10,23.63,66.81,0
2023,3,3,11,24.5,63.75,0.01
2023,3,3,12,25.13,62.12,0
2023,3,3,13,25.65,60.44,0
2023,3,3,14,25.68,60.25,0
2023,3,3,15,24.89,63.38,0
2023,3,3,16,23.62,70.06,0
2023,3,3,17,21.55,82.31,0
2023,3,3,18,20.09,87.19,0
2023,3,3,19,19.26,89.06,0.03
2023,3,3,20,18.48,91.06,0.04
2023,3,3,21,17.79,92.75,0.03
2023,3,3,22,17.23,93.88,0.03
2023,3,3,23,16.76,94.69,0.02
2023,3,4,0,16.28,95.5,0.02
2023,3,4,1,15.7,97.19,0.02
2023,3,4,2,15.15,98.81,0.01
2023,3,4,3,14.67,99.81,0.01
2023,3,4,4,14.3,100,0
2023,3,4,5,14.05,99.69,0
2023,3,4,6,14.52,97,0
2023,3,4,7,16.51,85.75,0
2023,3,4,8,18.39,73.75,0
2023,3,4,9,20.34,65,0
2023,3,4,10,21.98,60.56,0
2023,3,4,11,23.1,58.31,0
2023,3,4,12,23.81,56.81,0
2023,3,4,13,24.11,56.06,0
2023,3,4,14,24.08,56,0
2023,3,4,15,23.78,57.12,0
2023,3,4,16,22.95,63.25,0
2023,3,4,17,21.65,74.5,0
2023,3,4,18,20.58,77.62,0
2023,3,4,19,19.8,80.69,0
2023,3,4,20,19.01,83.62,0
2023,3,4,21,18.36,85.56,0
2023,3,4,22,17.88,86.12,0
2023,3,4,23,17.51,86.25,0
2023,3,5,0,17.19,86.88,0
2023,3,5,1,16.8,88.19,0
2023,3,5,2,16.32,90.19,0
2023,3,5,3,15.83,92.38,0
2023,3,5,4,15.52,93.56,0
2023,3,5,5,15.31,94.25,0
2023,3,5,6,15.65,94.5,0
2023,3,5,7,17.7,84.5,0
2023,3,5,8,20.13,74.38,0
2023,3,5,9,22.18,67.06,0
2023,3,5,10,23.5,62.44,0
2023,3,5,11,24.43,59.56,0
2023,3,5,12,25.1,57.62,0
2023,3,5,13,25.49,56.44,0
2023,3,5,14,25.15,57,0
2023,3,5,15,24.51,59.5,0
2023,3,5,16,23.56,65.25,0
2023,3,5,17,21.35,80.25,0
2023,3,5,18,19.62,84.44,0
2023,3,5,19,18.76,86,0
2023,3,5,20,17.98,88.5,0
2023,3,5,21,17.25,91.62,0
2023,3,5,22,16.65,94.19,0
2023,3,5,23,16.18,96.69,0
2023,3,6,0,15.79,99.25,0
2023,3,6,1,15.53,100,0
2023,3,6,2,15.44,100,0
2023,3,6,3,15.64,98.69,0
2023,3,6,4,15.92,96.44,0
2023,3,6,5,15.94,95.56,0
2023,3,6,6,16.26,94.56,0
2023,3,6,7,18.21,85.5,0
2023,3,6,8,20.51,74.88,0
2023,3,6,9,22.53,67.06,0
2023,3,6,10,23.98,62.62,0
2023,3,6,11,25.06,59.94,0
2023,3,6,12,25.75,58.38,0
2023,3,6,13,25.89,58.25,0
2023,3,6,14,25.7,59.31,0
2023,3,6,15,25.01,62.12,0
2023,3,6,16,23.84,68.31,0
2023,3,6,17,21.7,80.06,0
2023,3,6,18,20.09,86.44,0
2023,3,6,19,19.19,90.56,0
2023,3,6,20,18.36,94.81,0
2023,3,6,21,17.7,98.06,0
2023,3,6,22,17.3,99.69,0
2023,3,6,23,17.03,100,0
2023,3,7,0,16.85,100,0
2023,3,7,1,16.69,100,0
2023,3,7,2,16.54,100,0
2023,3,7,3,16.45,100,0
2023,3,7,4,16.4,100,0
2023,3,7,5,16.33,100,0
2023,3,7,6,16.98,98.56,0
2023,3,7,7,18.87,90,0
2023,3,7,8,20.87,80.25,0
2023,3,7,9,22.55,72.12,0
2023,3,7,10,23.92,65.94,0
2023,3,7,11,25.05,61.81,0
2023,3,7,12,25.78,59.88,0
2023,3,7,13,26.02,59.56,0
2023,3,7,14,25.99,60.25,0
2023,3,7,15,25.37,62.88,0
2023,3,7,16,24.23,68.19,0
2023,3,7,17,22.11,79.69,0
2023,3,7,18,20.44,86.69,0
2023,3,7,19,19.54,90.69,0
2023,3,7,20,18.74,94.81,0
2023,3,7,21,18.08,98.31,0
2023,3,7,22,17.62,100,0
2023,3,7,23,17.29,100,0
2023,3,8,0,17.08,100,0
2023,3,8,1,16.94,100,0
2023,3,8,2,16.84,100,0
2023,3,8,3,16.73,100,0
2023,3,8,4,16.62,100,0
2023,3,8,5,16.53,100,0
2023,3,8,6,17.31,98.69,0
2023,3,8,7,19.34,90.12,0
2023,3,8,8,21.58,80.88,0
2023,3,8,9,23.23,73.81,0
2023,3,8,10,24.45,69.25,0
2023,3,8,11,25.41,66.25,0
2023,3,8,12,25.97,64.88,0
2023,3,8,13,26.27,64.44,0
2023,3,8,14,26.19,64.94,0
2023,3,8,15,25.62,67.38,0
2023,3,8,16,24.63,72.19,0
2023,3,8,17,22.69,84.94,0
2023,3,8,18,21.12,90.38,0
2023,3,8,19,20.32,92.25,0
2023,3,8,20,19.58,94.25,0
2023,3,8,21,18.87,96.06,0
2023,3,8,22,18.26,97.81,0
2023,3,8,23,17.98,98.31,0
2023,3,9,0,18.05,96.75,0
2023,3,9,1,18.05,96,0
2023,3,9,2,17.8,96.94,0
2023,3,9,3,17.59,97.75,0.01
2023,3,9,4,17.6,97.44,0.01
2023,3,9,5,17.61,97.38,0.01
2023,3,9,6,18.15,96.12,0.01
2023,3,9,7,19.86,88.81,0.01
2023,3,9,8,21.86,80.62,0.02
2023,3,9,9,23.55,74.31,0.02
2023,3,9,10,24.5,69.69,0.01
2023,3,9,11,25.61,65.19,0.01
2023,3,9,12,26.55,61.25,0
2023,3,9,13,27.28,58.19,0
2023,3,9,14,27.48,56.38,0
2023,3,9,15,27.23,56.25,0
2023,3,9,16,26.53,60.38,0
2023,3,9,17,24.62,74.06,0
2023,3,9,18,22.69,77.5,0
2023,3,9,19,21.42,83.5,0
2023,3,9,20,20.56,87.38,0
2023,3,9,21,19.91,90.56,0
2023,3,9,22,19.36,93.06,0
2023,3,9,23,18.83,95.88,0
2023,3,10,0,18.43,97.88,0
2023,3,10,1,18.13,99.25,0
2023,3,10,2,17.9,100,0
2023,3,10,3,17.7,100,0
2023,3,10,4,17.63,100,0
2023,3,10,5,17.69,100,0
2023,3,10,6,18.3,97.56,0
2023,3,10,7,20.45,89.06,0
2023,3,10,8,23.25,74.38,0
2023,3,10,9,25.15,65.06,0
2023,3,10,10,26.23,59.81,0
2023,3,10,11,26.98,56.88,0
2023,3,10,12,27.48,55.31,0
2023,3,10,13,27.75,54.75,0
2023,3,10,14,27.51,55.69,0
2023,3,10,15,26.83,57.88,0
2023,3,10,16,25.51,64.25,0
2023,3,10,17,23.02,77.5,0
2023,3,10,18,21.32,83.75,0
2023,3,10,19,20.51,87.62,0
2023,3,10,20,19.66,92.62,0
2023,3,10,21,19,96.56,0
2023,3,10,22,18.46,99.69,0
2023,3,10,23,18.1,100,0
2023,3,11,0,17.86,100,0
2023,3,11,1,17.66,100,0
2023,3,11,2,17.58,100,0
2023,3,11,3,17.53,100,0
2023,3,11,4,17.61,100,0
2023,3,11,5,17.83,100,0
2023,3,11,6,18.81,98.62,0
2023,3,11,7,20.87,89.62,0
2023,3,11,8,22.74,79.62,0
2023,3,11,9,24.02,73.31,0
2023,3,11,10,25.17,69.12,0
2023,3,11,11,26.04,66.75,0
2023,3,11,12,26.62,65.44,0
2023,3,11,13,27.05,64.69,0
2023,3,11,14,27.04,65.06,0
2023,3,11,15,26.45,67.62,0
2023,3,11,16,25.46,72.31,0
2023,3,11,17,23.56,83.25,0
2023,3,11,18,22.04,89,0
2023,3,11,19,21.4,90.38,0
2023,3,11,20,20.72,92.5,0
2023,3,11,21,20.1,94.56,0
2023,3,11,22,19.73,95.62,0
2023,3,11,23,19.42,96.25,0
2023,3,12,0,19.12,96.81,0
2023,3,12,1,19.04,96.62,0
2023,3,12,2,19.05,96.31,0
2023,3,12,3,18.92,96.81,0
2023,3,12,4,18.73,97.69,0
2023,3,12,5,18.65,98.12,0
2023,3,12,6,18.95,97.69,0
2023,3,12,7,20.13,92.38,0
2023,3,12,8,21.55,84.12,0
2023,3,12,9,23.12,75.19,0
2023,3,12,10,24.33,69.88,0
2023,3,12,11,25.01,67.69,0.01
2023,3,12,12,25.14,67.5,0.03
2023,3,12,13,24.61,70.25,0.05
2023,3,12,14,23.59,74.81,0.05
2023,3,12,15,22.15,78.12,0.04
2023,3,12,16,20.71,73.5,0.01
2023,3,12,17,19.6,69.19,0
2023,3,12,18,18.9,70.31,0
2023,3,12,19,18.54,72.06,0.04
2023,3,12,20,18.21,72.56,0.02
2023,3,12,21,17.97,70.38,0.01
2023,3,12,22,17.63,66.12,0.01
2023,3,12,23,16.94,64.25,0.01
2023,3,13,0,16.27,64.81,0.09
2023,3,13,1,15.66,67.75,0.25
2023,3,13,2,15.19,68.38,0.23
2023,3,13,3,14.65,69.19,0.12
2023,3,13,4,14.09,73.62,0.07
2023,3,13,5,13.82,77.06,0.13
2023,3,13,6,14.06,77.19,0.12
2023,3,13,7,15.25,69.25,0.1
2023,3,13,8,16.37,62.62,0.06
2023,3,13,9,17.6,56.31,0.01
2023,3,13,10,18.73,50.31,0
2023,3,13,11,19.46,47.12,0
2023,3,13,12,20.19,45.56,0
2023,3,13,13,20.64,45.25,0
2023,3,13,14,20.88,45.69,0
2023,3,13,15,20.98,46.75,0
2023,3,13,16,20.34,51.88,0
2023,3,13,17,19.05,66.38,0
2023,3,13,18,18.7,59.56,0
2023,3,13,19,17.9,66.56,0
2023,3,13,20,17.35,68.69,0
2023,3,13,21,16.96,69.25,0
2023,3,13,22,16.62,69.44,0
2023,3,13,23,16.05,72.56,0
2023,3,14,0,15.48,76.25,0
2023,3,14,1,15.22,77.56,0
2023,3,14,2,15.05,78.25,0
2023,3,14,3,14.82,79.69,0
2023,3,14,4,14.8,79.25,0
2023,3,14,5,14.72,78.31,0
2023,3,14,6,15.18,81.25,0
2023,3,14,7,17.48,66.5,0
2023,3,14,8,19.97,58.69,0
2023,3,14,9,21.85,55.44,0
2023,3,14,10,23.4,53.44,0
2023,3,14,11,24.68,52.5,0
2023,3,14,12,25.61,52.12,0.01
2023,3,14,13,26.12,52.5,0.07
2023,3,14,14,26.26,53.5,0.04
2023,3,14,15,25.86,56.12,0.04
2023,3,14,16,24.57,62.94,0.03
2023,3,14,17,22.11,76,0
2023,3,14,18,20.23,83.19,0
2023,3,14,19,19.15,87.69,0
2023,3,14,20,18.3,91.69,0
2023,3,14,21,17.68,94.81,0
2023,3,14,22,17.27,97.19,0
2023,3,14,23,16.98,99.06,0.01
2023,3,15,0,16.81,100,0.01
2023,3,15,1,16.65,100,0.01
2023,3,15,2,16.3,100,0.02
2023,3,15,3,16.09,100,0.02
2023,3,15,4,16.08,100,0.03
2023,3,15,5,16.24,100,0.04
2023,3,15,6,17.28,97.75,0.04
2023,3,15,7,19.15,91.19,0.04
2023,3,15,8,21.44,83.81,0.04
2023,3,15,9,23.37,76.69,0.05
